Universitas,Prodi,Rank
universitas negeri malang,akuntansi,22.0
institut teknologi dan bisnis haji agus salim bukittinggi,manajemen,999.0
institut agama islam negeri pontianak,ekonomi syariah,999.0
universitas darussalam gontor,ekonomi islam,999.0
politeknik negeri semarang,manajemen pemasaran,999.0
sekolah tinggi ilmu ekonomi satya dharma,akuntansi,999.0
universitas pradita,akuntansi,999.0
universitas prasetiya mulya,akuntansi,999.0
sekolah tinggi ilmu ekonomi nu trate,manajemen,999.0
sekolah tinggi ilmu ekonomi bukit zaitun sorong,akuntansi,999.0
universitas mahaputra muhammad yamin,manajemen,999.0
sekolah tinggi ilmu ekonomi pembangunan tanjungpinang,manajemen,999.0
universitas putra bangsa,manajemen,999.0
universitas airlangga,perpajakan,4.0
universitas islam negeri walisongo semarang,perbankan syariah,999.0
sekolah tinggi ilmu ekonomi kbp,akuntansi,999.0
universitas pancasakti tegal,akuntansi,999.0
universitas islam negeri sultan aji muhammad idris,perbankan syariah,999.0
universitas pancasila,manajemen,999.0
universitas pelita harapan,akuntansi,999.0
universitas pancasila,akuntansi,999.0
universitas pembangunan nasional veteran jawa timur,manajemen,999.0
universitas krisnadwipayana,akuntansi,999.0
politeknik negeri malang,akuntansi manajemen,999.0
sekolah tinggi ilmu ekonomi widya praja,manajemen,999.0
institut teknologi dan bisnis palcomtech,informatika,999.0
universitas negeri malang,pendidikan fisika,22.0
universitas tadulako,peternakan,999.0
universitas singaperbangsa karawang,hubungan internasional,999.0
universitas iqra buru,budidaya perairan,999.0
universitas logistik dan bisnis internasional,akuntansi,999.0
universitas tadulako,sistem informasi,999.0
universitas ibrahimy,psikologi,999.0
institut teknologi dan bisnis muhammadiyah polewali mandar,kewirausahaan,999.0
universitas palangka raya,pendidikan guru pendidikan anak usia dini,999.0
politeknik negeri medan,teknologi rekayasa perangkat lunak,999.0
iisip yapis biak,administrasi perkantoran,999.0
universitas nahdlatul ulama sumatera utara,ilmu komputer,999.0
stai nida el adabi parung panjang bogor,pendidikan agama islam,999.0
sekolah tinggi ilmu ekonomi widya darma,akuntansi,999.0
universitas sari mulia,teknik industri,999.0
universitas bosowa,pendidikan ilmu pengetahuan alam,999.0
sekolah tinggi ilmu ekonomi tribuana,akuntansi,999.0
universitas singaperbangsa karawang,ilmu keolahragaan,999.0
universitas papua,teknik sipil,999.0
universitas citra bangsa,pendidikan guru sekolah dasar,999.0
universitas mahakarya asia,sains informasi geografi,999.0
stmik muhammadiyah paguyangan brebes,teknik informatika,999.0
sekolah tinggi ilmu ekonomi almadani,manajemen,999.0
stmik multicom bolaan mongondow,sistem informasi,999.0
universitas airlangga,kedokteran hewan sikia banyuwangi,4.0
akademi kebidanan panca bhakti pontianak,kebidanan,999.0
universitas muhammadiyah gorontalo,kebidanan,999.0
universitas muhammadiyah sumatera utara,pendidikan akuntansi,999.0
universitas islam negeri raden intan lampung,bimbingan dan konseling pendidikan islam,999.0
universitas timor,pendidikan biologi,999.0
universitas negeri jakarta,bimbingan dan konseling,999.0
universitas negeri gorontalo,pendidikan ilmu pengetahuan alam,999.0
universitas islam negeri arraniry banda aceh,ilmu ekonomi,999.0
universitas pelita harapan,manajemen,999.0
universitas islam negeri sunan ampel surabaya,manajemen,999.0
universitas jember,agribisnis,999.0
universitas logistik dan bisnis internasional,teknik informatika,999.0
universitas jember,agroteknologi,999.0
universitas sulawesi tenggara,pendidikan guru sekolah dasar,999.0
sekolah tinggi ilmu ekonomi almadani,akuntansi,999.0
stai rawa aopa konawe selatan,pendidikan guru madrasah ibtidaiyah,999.0
stai alamin gersik kediri lombok barat,pendidikan guru madrasah ibtidaiyah,999.0
universitas haji sumatera utara,pendidikan guru sekolah dasar,999.0
universitas negeri padang,manajemen pajak,21.0
universitas katolik indonesia santu paulus ruteng,pendidikan guru pendidikan anak usia dini,999.0
universitas bina taruna gorontalo,ilmu administrasi negara,999.0
universitas nuku,manajemen,999.0
sekolah tinggi keguruan dan ilmu pendidikan pgri papua,pendidikan biologi,999.0
universitas halu oleo,ilmu administrasi negara,999.0
universitas nahdlatul ulama blitar,ilmu komputer,999.0
universitas islam negeri sunan ampel,ilmu hadist,999.0
universitas islam negeri sunan ampel,ilmu al quran dan tafsir,999.0
universitas islam negeri sumatera utara medan,manajemen pendidikan islam,999.0
universitas sumatera utara,kimia,14.0
universitas islam negeri sumatera utara medan,bimbingan konseling islam,999.0
institut pendidikan nusantara global,pendidikan jasmani,999.0
universitas syiah kuala,kimia,23.0
universitas muhammadiyah surakarta,teknik kimia,999.0
stit madina sragen,pendidikan guru madrasah ibtidaiyah,999.0
politeknik kesehatan kementerian kesehatan jakarta iii,fisioterapi,999.0
sekolah tinggi agama islam alkhairaat halmahera selatan,pendidikan guru madrasah ibtidaiyah,999.0
universitas muhammadiyah buton,pendidikan biologi,999.0
universitas wiralodra,bimbingan konseling islam,999.0
universitas serambi mekkah,pendidikan jasmani,999.0
universitas islam negeri mahmud yunus batusangkar,tadris bahasa inggris,999.0
universitas darul ulum,agroteknologi,999.0
universitas gunadarma,sastra inggris,999.0
universitas pembangunan nasional veteran jawa timur,agribisnis,999.0
sekolah tinggi manajemen informatika dan komputer amika soppeng,manajemen informatika,999.0
universitas islam raden rahmat,pendidikan agama islam,999.0
universitas dian nuswantoro,kesehatan lingkungan,999.0
universitas jambi,farmasi,999.0
universitas jenderal soedirman,kedokteran gigi,999.0
universitas lancang kuning,manajemen,999.0
universitas halu oleo,ekonomi pembangunan,999.0
institut agama islam negeri kudus,manajemen bisnis syariah,999.0
sekolah tinggi manajemen labora,manajemen,999.0
universitas pembangunan jaya,akuntansi,999.0
institut ilmu sosial dan manajemen stiami,manajemen logistik,999.0
universitas pgri madiun,manajemen,999.0
universitas panca sakti bekasi,akuntansi,999.0
universitas sangga buana,administrasi bisnis,999.0
universitas boyolali,manajemen,999.0
sekolah tinggi ilmu ekonomi pertiba,manajemen,999.0
institut agama islam negeri madura,ekonomi syariah,999.0
sekolah tinggi ilmu ekonomi jayakarta,akuntansi,999.0
universitas triatma mulya,pengelolaan perhotelan,999.0
stai alhamidiyah jakarta,pendidikan agama islam,999.0
sekolah tinggi keguruan dan ilmu pendidikan annur nanggroe aceh darussalam,pendidikan bahasa inggris,999.0
politeknik borneo medistra,kebidanan,999.0
sekolah tinggi ilmu kesehatan abdi persada banjarmasin,kebidanan,999.0
sekolah tinggi ilmu kesehatan muhammadiyah bojonegoro,administrasi rumah sakit,999.0
universitas airlangga,kesehatan masyarakat sikia banyuwangi,4.0
universitas aisyah pringsewu,keperawatan,999.0
universitas muhammadiyah aceh,fisioterapi,999.0
universitas muhammadiyah tasikmalaya,kebidanan,999.0
sekolah tinggi ilmu kesehatan binalita sudama,optometri,999.0
universitas muhammadiyah gorontalo,keperawatan,999.0
institut pendidikan tapanuli selatan,pendidikan matematika,999.0
universitas pgri madiun,pendidikan pancasila dan kewarganegaraan,999.0
sekolah tinggi ilmu kesehatan surya global,kesehatan masyarakat,999.0
universitas sains dan teknologi jayapura,analis kesehatan,999.0
universitas sains dan teknologi jayapura,farmasi,999.0
universitas pgri ronggolawe,pendidikan pancasila dan kewarganegaraan,999.0
sekolah tinggi agama islam assunnah,pendidikan bahasa arab,999.0
sekolah tinggi agama islam aceh tamiang,pendidikan agama islam,999.0
universitas tama jagakarsa,pendidikan bahasa inggris,999.0
universitas muhammadiyah bengkulu,pendidikan ekonomi,999.0
universitas katolik widya mandala surabaya,teknologi pangan,999.0
politeknik gorontalo,teknologi hasil pertanian,999.0
universitas kristen wira wacana sumba,teknik informatika,999.0
universitas kahuripan kediri,manajemen,999.0
sekolah tinggi ilmu dakwah dan komunikasi islam nahdlatul ulama indramayu,manajemen dakwah,999.0
institut daarul quran jakarta,ilmu hadis,999.0
universitas mulia,akuntansi,999.0
universitas singaperbangsa karawang,pendidikan jasmani kesehatan rekreasi,999.0
stkip sinar cendekia,pendidikan matematika,999.0
politeknik seruyan,budi daya ikan,999.0
universitas mayjen sungkono,akuntansi,999.0
universitas islam negeri sunan ampel,bahasa dan sastra arab,999.0
universitas prisma,sistem informasi,999.0
sekolah tinggi ilmu ekonomi gempol,akuntansi,999.0
sekolah tinggi teologi injili humble bengkayang,teologi,999.0
institut agama islam sukabumi,ilmu alquran dan tafsir,999.0
stai baitul arqom alislami ciparay bandung,pendidikan agama islam,999.0
stt ekumene jakarta,pendidikan kristen untuk anak usia dini,999.0
universitas dharmawangsa,rekayasa perangkat lunak,999.0
universitas kristen palangka raya,ilmu pemerintahan,999.0
sekolah tinggi ilmu tarbiyah fatahillah,pendidikan guru madrasah ibtidaiyah,999.0
politeknik negeri medan,teknologi rekayasa multimedia grafis,999.0
uin datokarama palu,perbankan syariah,999.0
stkip modern ngawi,pendidikan guru pendidikan anak usia dini,999.0
stai nurul hidayah,pendidikan agama islam,999.0
universitas merdeka malang,manajemen,999.0
universitas nahdlatul ulama kalimantan barat,agribisnis,999.0
universitas oso,hukum,999.0
politeknik pertanian negeri pangkajene kepulauan,teknologi pakan ternak,999.0
universitas nahdlatul ulama sidoarjo,desain komunikasi visual,999.0
universitas primagraha,hukum,999.0
universitas mataram,budidaya perairan k bima,999.0
universitas sultan ageng tirtayasa,agroekoteknologi,999.0
universitas pejuang republik indonesia,kesehatan masyarakat,999.0
universitas maritim raja ali haji,teknologi hasil perikanan,999.0
universitas lambung mangkurat,ilmu pemerintahan,999.0
universitas wijaya putra,agribisnis,999.0
politeknik negeri manado,konstruksi bangunan gedung,999.0
institut pertanian bogor,ilmu dan teknologi kelautan,5.0
universitas muhammadiyah sumatera utara,teknologi hasil pertanian,999.0
universitas negeri makassar,geografi,999.0
universitas muhammadiyah kendari,teknologi hasil perikanan,999.0
universitas tangerang raya,akuntansi,999.0
universitas nahdlatul ulama kalimantan timur,teknik industri,999.0
institut teknologi dan bisnis indonesia,sistem informasi,999.0
universitas muhammadiyah lamongan,pendidikan guru sekolah dasar,999.0
sekolah tinggi agama islam mambaul ulum jambi,pendidikan guru madrasah ibtidaiyah,999.0
institut agama islam negeri bone,bimbingan penyuluhan islam,999.0
institut agama kristen negeri tarutung,kepemimpinan kristen,999.0
institut agama islam alamanah jeneponto,ekonomi syariah,999.0
universitas sultan ageng tirtayasa,agribisnis,999.0
universitas islam negeri sumatera utara medan,pengembangan masyarakat islam,999.0
politeknik negeri lhokseumawe,teknologi telekomunikasi,999.0
universitas pembangunan jaya,desain komunikasi visual,999.0
universitas pohuwato,agroteknologi,999.0
sekolah tinggi ilmu tarbiyah darul ulum kotabaru,pendidikan agama islam,999.0
universitas muhammadiyah enrekang,pendidikan bahasa inggris,999.0
sekolah tinggi agama islam alkhairaat halmahera selatan,pendidikan agama islam,999.0
universitas veteran bangun nusantara,pendidikan geografi,999.0
universitas bung hatta,pendidikan matematika,999.0
sekolah tinggi keguruan dan ilmu pendidikan alwashliyah,pendidikan geografi,999.0
universitas primagraha,pendidikan jasmani,999.0
universitas teknologi sumbawa,bioteknologi,999.0
universitas teknologi sumbawa,informatika,999.0
stai alhamidiyah jakarta,pendidikan islam anak usia dini,999.0
universitas kadiri,hukum,999.0
universitas lambung mangkurat,kedokteran,999.0
universitas kh a wahab hasbullah,pendidikan biologi,999.0
universitas negeri makassar,pendidikan fisika,999.0
universitas cenderawasih,pendidikan pancasila dan kewarganegaraan,999.0
universitas pgri sumatera barat,pendidikan informatika,999.0
universitas muhammadiyah sidoarjo,pendidikan guru sekolah dasar,999.0
universitas tanjungpura,pendidikan geografi,999.0
universitas timor,pendidikan bahasa inggris,999.0
universitas negeri padang,pendidikan sejarah,21.0
universitas pasir pengaraian,pendidikan biologi,999.0
universitas muhammadiyah sumatera utara,pendidikan bahasa indonesia,999.0
sekolah tinggi keguruan dan ilmu pendidikan pgri banjarmasin,pendidikan biologi,999.0
universitas negeri makassar,pendidikan administrasi perkantoran,999.0
universitas serambi mekkah,pendidikan biologi,999.0
universitas syiah kuala,teknik pertanian,23.0
politeknik pembangunan pertanian yogyakarta magelang,penyuluhan peternakan dan kesejahteraan hewan,999.0
universitas sam ratulangi,ilmu hukum,999.0
universitas wiralodra,ilmu hukum,999.0
universitas lancang kuning,ilmu hukum,999.0
universitas brawijaya,pemanfaatan sumber daya perikanan,9.0
universitas brawijaya,agrobisnis perikanan,9.0
universitas wiralodra,agribisnis,999.0
universitas indonesia,sastra indonesia,1.0
stai darunnajah bogor,pendidikan guru madrasah ibtidaiyah,999.0
universitas bosowa,pendidikan matematika,999.0
universitas negeri makassar,mesin otomotif,999.0
universitas halmahera,pendidikan guru sekolah dasar,999.0
uin datokarama palu,tadris ilmu pengetahuan alam,999.0
stai maarif sarolangun,hukum keluarga islam,999.0
universitas binaniaga indonesia,akuntansi,999.0
universitas teknologi sulawesi,teknik elektro,999.0
stai almaarif ciamis,pendidikan guru madrasah ibtidaiyah,999.0
institut teknologi sepuluh nopember,teknologi rekayasa konstruksi bangunan air,6.0
stit alwashliyah binjai,pendidikan islam anak usia dini,999.0
sekolah tinggi ilmu tarbiyah makrifatul ilmi bengkulu selatan,pendidikan guru madrasah ibtidaiyah,999.0
sekolah tinggi teologi erikson tritt,pendidikan agama kristen,999.0
stmik ganesha bandung,teknik informatika,999.0
institut agama kristen negeri tarutung,sosiologi agama,999.0
universitas an nuur,manajemen,999.0
sekolah tinggi agama islam pangeran dharma kusuma segeran indramayu,pendidikan guru madrasah ibtidaiyah,999.0
universitas negeri makassar,teknik sipil bangunan gedung,999.0
institut pendidikan nusantara global,pendidikan ilmu pengetahuan alam,999.0
institut ilmu sosial dan ilmu politik jakarta,komunikasi massa,999.0
universitas halmahera,agroteknologi,999.0
akademi pariwisata yasmi,perhotelan,999.0
institut agama islam asadiyah sengkang,akidah dan filsafat islam,999.0
universitas muhammadiyah bone,pendidikan bahasa indonesia,999.0
stkip nahdlatul ulama indramayu,pendidikan jasmani kesehatan dan rekreasi,999.0
universitas muhammadiyah bengkulu,pendidikan biologi,999.0
institut agama islam alazhaar lubuklinggau,pendidikan guru madrasah ibtidaiyah,999.0
universitas jenderal achmad yani yogyakarta,teknologi bank darah,999.0
universitas muhammadiyah bulukumba,pendidikan non formal,999.0
institut agama islam muhammadiyah bima,pendidikan guru madrasah ibtidaiyah,999.0
universitas riau,pendidikan sejarah,999.0
universitas islam negeri sunan gunung djati,pendidikan islam anak usia dini,999.0
universitas cokroaminoto palopo,pendidikan matematika,999.0
universitas islam negeri sumatera utara medan,akuntansi syariah,999.0
universitas cendekia abditama,perbankan syariah,999.0
universitas islam indonesia,manajemen,25.0
institut agama islam bunga bangsa cirebon,ekonomi syariah,999.0
sekolah tinggi ekonomi islam hamfara yogyakarta,perbankan syariah,999.0
universitas ottow geissler,akuntansi,999.0
universitas jambi,ekonomi pembangunan,999.0
institut agama islam qomaruddin gresik,ekonomi syariah,999.0
sekolah tinggi ilmu ekonomi stmy majalengka,manajemen,999.0
universitas cenderawasih,ekonomi pembangunan,999.0
universitas gunung kidul,ekonomi pembangunan,999.0
universitas prasetiya mulya,ekonomi,999.0
universitas tulungagung,akuntansi,999.0
